Student Number,Gender,Race Ethnicity,Parental Education,Lunch,Test Preparation,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade
std-456,Male,group C,some high school,1,0,38,100,65,87,290,B
std-457,Male,group E,bachelor's degree,1,0,53,76,72,42,243,C
std-458,Male,group C,some college,0,1,53,100,65,53,271,B
std-459,Male,group D,associate's degree,1,1,51,65,64,93,273,B
std-460,Male,group C,some high school,1,1,70,52,45,69,236,C
std-461,Male,group C,high school,0,0,85,72,62,48,267,B
std-462,Male,group D,some high school,1,0,51,48,55,61,215,C
std-463,Male,group B,some college,1,1,56,93,69,77,295,B
std-464,Male,group C,bachelor's degree,1,1,75,100,83,38,296,B
std-465,Male,group B,some college,0,1,94,44,68,69,275,B
std-466,Male,group D,associate's degree,1,0,14,95,50,41,200,C
std-467,Male,group D,bachelor's degree,0,0,80,67,91,70,308,B
std-468,Male,group D,associate's degree,1,1,16,77,89,79,261,B
std-469,Male,group C,high school,0,0,32,82,53,74,241,C
std-470,Male,group D,master's degree,0,0,84,55,69,80,288,B
std-471,Male,group B,associate's degree,1,1,89,62,61,26,238,C
std-472,Male,group B,associate's degree,0,0,44,59,77,65,245,C
std-473,Male,group D,master's degree,0,0,57,96,52,61,266,B
std-474,Male,group E,associate's degree,0,0,86,77,33,33,229,C
std-475,Male,group C,associate's degree,0,1,38,89,64,50,241,C
std-476,Male,group C,bachelor's degree,0,1,89,46,50,89,274,B
std-477,Male,group D,associate's degree,1,1,46,52,76,73,247,C
std-478,Male,group D,master's degree,0,0,30,89,52,18,189,D
std-479,Male,group D,some college,0,0,30,75,78,59,242,C
std-480,Male,group D,some high school,0,0,32,43,38,57,170,D
std-481,Male,group B,some college,1,0,63,76,44,47,230,C
std-482,Male,group B,high school,0,1,95,60,80,81,316,B
std-483,Male,group D,some college,0,1,17,97,90,68,272,B
std-484,Male,group C,bachelor's degree,0,0,46,75,37,71,229,C
std-485,Male,group B,bachelor's degree,1,0,33,55,30,76,194,D
std-486,Male,group B,some college,1,1,87,96,100,63,346,A
std-487,Male,group D,some college,0,1,91,98,84,46,319,B
std-488,Male,group D,some high school,0,0,40,53,75,86,254,B
std-489,Male,group E,some college,1,0,49,59,79,34,221,C
std-490,Male,group D,high school,1,0,23,51,69,59,202,C
std-491,Male,group D,bachelor's degree,1,0,41,76,95,97,309,B
std-492,Male,group D,high school,1,0,29,71,71,55,226,C
std-493,Male,group B,associate's degree,1,1,32,25,69,39,165,D
std-494,Male,group C,some high school,0,1,100,57,54,94,305,B
std-495,Male,group C,some high school,0,0,46,45,85,56,232,C
std-496,Male,group D,some college,0,0,18,70,44,83,215,C
std-497,Male,group D,associate's degree,1,1,58,66,56,90,270,B
std-498,Male,group C,high school,1,0,96,52,52,80,280,B
std-499,Male,group A,some high school,0,1,34,86,66,91,277,B
std-500,Male,group C,associate's degree,0,0,77,95,61,55,288,B
std-501,Male,group C,some high school,0,0,32,54,75,35,196,D
std-502,Male,group C,some high school,1,0,61,72,100,83,316,B
std-503,Male,group C,some high school,1,1,85,100,62,96,343,A
std-504,Male,group D,associate's degree,0,1,15,53,57,63,188,D
std-505,Male,group A,some college,0,0,47,70,71,45,233,C
std-506,Male,group C,bachelor's degree,0,0,76,86,84,80,326,A
std-507,Male,group D,some high school,0,0,37,82,65,96,280,B
std-508,Male,group B,high school,1,0,60,85,72,58,275,B
std-509,Male,group C,high school,1,1,75,91,86,65,317,B
std-510,Male,group C,some high school,1,0,50,44,23,80,197,D
std-511,Male,group C,associate's degree,0,0,73,46,54,54,227,C
std-512,Male,group B,high school,0,1,39,34,72,44,189,D
std-513,Male,group C,some college,1,1,90,53,44,100,287,B
std-514,Male,group C,associate's degree,0,0,20,58,71,93,242,C
std-515,Male,group A,bachelor's degree,1,0,22,86,87,68,263,B
std-516,Male,group C,associate's degree,1,1,44,94,75,100,313,B
std-517,Male,group C,some college,0,0,61,63,98,53,275,B
std-518,Male,group C,some college,0,0,79,46,42,48,215,C
std-519,Male,group D,some college,1,1,48,95,79,84,306,B
std-520,Male,group B,some high school,0,1,23,68,58,48,197,D
std-521,Male,group D,some high school,1,0,40,83,62,62,247,C
std-522,Male,group C,master's degree,0,0,63,69,54,80,266,B
std-523,Male,group D,some college,1,0,39,83,77,75,274,B
std-524,Male,group B,some college,1,1,72,80,82,81,315,B
std-525,Male,group C,some college,1,0,83,53,87,60,283,B
std-526,Male,group A,high school,1,0,38,47,67,51,203,C
std-527,Male,group E,some high school,1,0,82,89,100,56,327,A
std-528,Male,group B,bachelor's degree,1,0,73,23,80,69,245,C
std-529,Male,group B,high school,0,1,67,55,,,267,B
std-530,Male,group B,master's degree,0,0,71,,54,57,259,B
std-531,Male,group E,some college,1,0,,54,67,46,212,C
std-532,Male,group B,associate's degree,0,,64,71,71,61,267,B
std-533,Male,group D,bachelor's degree,,0,20,64,42,43,169,D
std-534,Male,group C,,1,0,99,77,43,61,280,B
std-535,Male,,associate's degree,1,0,25,100,56,30,211,C
std-536,,group C,associate's degree,0,1,14,90,98,85,287,B
std-537,Male,group C,bachelor's degree,1,0,25,45,83,55,208,C
std-538,Male,group C,some high school,1,1,47,48,78,89,262,B
std-539,Male,group C,some high school,1,0,96,91,66,86,339,A
std-540,Male,group C,bachelor's degree,0,0,31,57,73,82,243,C
std-541,Male,group E,associate's degree,0,0,50,34,39,80,203,C
std-542,Male,group D,high school,0,0,40,82,25,82,229,C
std-543,Male,group C,master's degree,0,1,54,86,79,73,292,B
std-544,Male,group C,master's degree,1,0,30,35,40,22,127,Fail
std-545,Male,group E,some college,1,1,40,82,84,72,278,B
std-546,Male,group B,bachelor's degree,0,0,39,86,63,72,260,B
std-547,Male,group D,high school,1,1,49,60,79,83,271,B
std-548,Male,group C,some college,1,1,89,51,84,45,269,B
std-549,Male,group B,master's degree,1,0,27,69,80,27,203,C
std-550,Male,group C,some high school,0,1,27,73,69,64,233,C
std-551,Male,group D,associate's degree,0,0,42,93,55,100,290,B
std-552,Male,group B,some college,0,0,36,73,72,100,281,B
std-553,Male,group C,high school,1,0,53,53,23,51,180,D
std-554,Male,group B,some high school,0,1,100,45,66,82,293,B
std-555,Male,group C,some college,0,0,43,72,100,38,253,B
std-556,Male,group A,high school,1,0,72,40,83,92,287,B
std-557,Male,group E,bachelor's degree,1,0,43,100,82,72,297,B
std-558,Male,group D,some high school,0,0,68,83,92,66,309,B
std-559,Male,group E,master's degree,0,0,52,27,80,49,208,C
std-560,Male,group D,bachelor's degree,0,1,100,91,72,55,318,B
std-561,Male,group C,master's degree,1,0,62,53,68,55,238,C
std-562,Male,group C,some college,1,0,34,51,47,42,174,D
std-563,Male,group E,associate's degree,1,0,62,83,56,31,232,C
std-564,Male,group D,some college,1,1,31,51,68,54,204,C
std-565,Male,group C,some college,1,0,55,72,96,75,298,B
std-566,Male,group D,some college,0,0,83,94,100,86,363,A
std-567,Male,group A,some high school,0,0,25,56,81,71,233,C
std-568,Male,group B,master's degree,1,0,22,100,41,48,211,C
std-569,Male,group B,bachelor's degree,1,1,49,67,60,9,185,D
std-570,Male,group D,some college,1,0,97,55,71,87,310,B
std-571,Male,group D,high school,1,0,70,63,100,48,281,B
std-572,Male,group C,bachelor's degree,1,0,25,22,66,70,183,D
std-573,Male,group D,master's degree,0,0,78,42,91,100,311,B
std-574,Male,group B,some high school,1,1,58,95,100,88,341,A
std-575,Male,group D,some college,0,1,0,48,86,82,216,C
std-576,Male,group B,some college,1,1,51,58,76,81,266,B
std-577,Male,group E,some high school,1,1,45,100,87,59,291,B
std-578,Male,group C,associate's degree,0,1,23,97,49,44,213,C
std-579,Male,group B,high school,0,0,100,31,74,74,279,B
std-580,Male,group C,high school,1,0,40,61,65,67,233,C
std-581,Male,group E,bachelor's degree,1,0,30,62,89,42,223,C
std-582,Male,group B,some college,1,1,30,73,61,51,215,C
std-583,Male,group C,high school,1,0,53,68,52,69,242,C
std-584,Male,group B,bachelor's degree,0,1,66,86,88,45,285,B
std-585,Male,group C,master's degree,1,1,56,57,56,46,215,C
std-586,Male,group E,some high school,1,0,33,78,85,96,292,B
std-587,Male,group D,associate's degree,0,0,11,79,54,52,196,D
std-588,Male,group B,associate's degree,1,0,70,92,77,48,287,B
std-589,Male,group B,some college,0,1,18,42,70,39,169,D
std-590,Male,group C,high school,1,0,67,100,85,99,351,A
std-591,Male,group C,high school,1,1,18,70,44,65,197,D
std-592,Male,group C,high school,0,1,72,97,92,52,313,B
std-593,Male,group C,bachelor's degree,1,0,68,48,69,86,271,B
std-594,Male,group B,bachelor's degree,1,0,72,58,100,88,318,B
std-595,Male,group C,master's degree,1,0,93,89,77,36,295,B
std-596,Male,group B,some college,1,1,47,72,100,58,277,B
std-597,Male,group B,high school,1,1,39,35,44,96,214,C
std-598,Male,group D,some high school,1,1,33,93,80,74,280,B
std-599,Male,group B,some college,1,0,50,97,78,79,304,B
std-600,Male,group D,associate's degree,1,0,32,82,61,69,244,C
std-601,Male,group C,associate's degree,0,0,70,87,85,42,284,B
std-602,Male,group E,associate's degree,0,0,33,87,54,14,188,D
std-603,Male,group D,associate's degree,0,1,29,77,81,76,263,B
std-604,Male,group B,some high school,0,0,61,81,33,80,255,B
std-605,Male,group B,master's degree,1,1,50,17,34,60,161,D
std-606,Male,group B,high school,1,0,36,79,66,59,240,C
std-607,Male,group E,bachelor's degree,0,0,70,37,76,42,225,C
std-608,Male,group E,high school,0,0,46,84,73,80,283,B
std-609,Male,group B,bachelor's degree,1,1,48,80,47,58,233,C
std-610,Male,group A,associate's degree,0,0,74,87,35,77,273,B
std-611,Male,group D,high school,0,0,90,70,96,37,293,B
std-612,Male,group E,bachelor's degree,1,0,24,65,93,35,217,C
std-613,Male,group A,some college,1,1,12,34,76,66,188,D
std-614,Male,group C,associate's degree,1,0,85,76,74,58,293,B
std-615,Male,group E,high school,1,0,50,41,76,77,244,C
std-616,Male,group D,bachelor's degree,1,0,24,58,100,39,221,C
std-617,Male,group D,master's degree,0,0,29,91,51,65,236,C
std-618,Male,group C,some college,1,1,26,55,55,54,190,D
std-619,Male,group C,bachelor's degree,1,1,98,60,90,100,348,A
std-620,Male,group C,some high school,1,1,48,65,63,57,233,C
std-621,Male,group C,high school,0,0,86,87,95,90,358,A
std-622,Male,group B,some college,0,0,81,100,100,65,346,A
std-623,Male,group D,high school,0,1,29,79,45,35,188,D
std-624,Male,group A,some high school,0,0,35,66,95,67,263,B
std-625,Male,group D,some college,1,0,59,51,43,72,225,C
std-626,Male,group C,some high school,1,0,90,85,94,38,307,B
std-627,Male,group C,bachelor's degree,1,0,96,36,78,76,286,B
std-628,Male,group D,high school,0,1,27,80,100,10,217,C
std-629,Male,group B,bachelor's degree,1,0,19,44,61,56,180,D
std-630,Male,group B,associate's degree,1,1,76,66,89,96,327,A
std-631,Male,group C,some high school,0,0,78,38,28,44,188,D
std-632,Male,group E,master's degree,1,0,48,77,81,15,221,C
std-633,Male,group C,some high school,1,1,40,86,54,28,208,C
std-634,Male,group D,some high school,1,0,63,79,85,55,282,B
std-635,Male,group D,some high school,0,0,41,76,81,72,270,B
std-636,Male,group E,bachelor's degree,1,1,24,49,59,36,168,D
std-637,Male,group D,associate's degree,0,0,42,70,94,82,288,B
std-638,Male,group D,some high school,1,1,100,40,38,59,237,C
std-639,Male,group E,high school,0,1,78,35,81,50,244,C
std-640,Male,group C,high school,1,1,100,61,38,29,228,C
std-641,Male,group B,high school,1,1,52,49,44,65,210,C
std-642,Male,group B,some college,1,1,69,49,61,36,215,C
std-643,Male,group C,high school,1,0,43,72,71,43,229,C
std-644,Male,group E,some high school,0,0,79,75,69,77,300,B
std-645,Male,group E,associate's degree,0,1,66,94,73,100,333,A
std-646,Male,,some college,1,0,68,100,89,96,353,A
std-647,Male,group C,,0,1,50,82,87,100,319,B
std-648,Male,group D,high school,,0,49,88,79,75,291,B
std-649,Male,group D,associate's degree,0,,34,66,100,80,280,B
std-650,Male,group D,high school,1,0,,98,54,75,246,C
std-651,Male,group B,high school,0,0,28,,90,82,260,B
std-652,Male,group C,bachelor's degree,1,0,83,34,,100,281,B
std-653,Male,group D,some college,1,0,38,72,68,,228,C
std-654,Male,group B,some high school,1,1,96,88,72,95,,A
std-655,Male,group C,some college,1,0,21,100,79,100,300,B
std-656,Male,group C,some high school,1,1,69,100,71,86,326,A
std-657,Male,group D,associate's degree,0,0,68,98,89,76,331,A
std-658,Male,group D,high school,1,0,20,74,87,60,241,C
std-659,Male,group D,high school,1,1,54,48,82,66,250,B
std-660,Male,group D,master's degree,0,0,16,72,54,64,206,C
std-661,Male,group A,bachelor's degree,1,0,47,91,63,69,270,B
std-662,Male,group C,some college,1,0,35,100,62,83,280,B
std-663,Male,group C,some high school,0,0,49,67,95,37,248,C
std-664,Male,group A,some college,0,0,35,69,48,75,227,C
std-665,Male,group D,high school,0,1,91,46,50,86,273,B
std-666,Male,group D,bachelor's degree,0,0,31,76,89,55,251,B
std-667,Male,group C,high school,1,0,25,53,53,59,190,D
std-668,Male,group D,high school,1,0,43,75,59,45,222,C
std-669,Male,group E,some high school,1,0,86,100,54,55,295,B
std-670,Male,group E,bachelor's degree,1,0,40,91,100,43,274,B
std-671,Male,group E,high school,1,0,39,85,68,66,258,B
std-672,Male,group D,high school,0,0,43,49,63,41,196,D
std-673,Male,group D,associate's degree,0,1,21,52,52,49,174,D
std-674,Male,group C,bachelor's degree,1,1,67,78,85,69,299,B
std-675,Male,group D,high school,1,0,14,89,48,44,195,D
std-676,Male,group D,some college,0,1,29,65,66,66,226,C
std-677,Male,group C,bachelor's degree,0,0,94,73,82,51,300,B
std-678,Male,group E,some college,1,0,33,58,84,62,237,C
std-679,Male,group B,master's degree,0,0,35,76,53,64,228,C
std-680,Male,group C,bachelor's degree,0,0,49,75,48,56,228,C
std-681,Male,group D,some high school,0,1,56,75,70,80,281,B
std-682,Male,group E,high school,0,0,42,84,64,88,278,B
std-683,Male,group C,master's degree,1,1,57,48,57,49,211,C
std-684,Male,group D,some college,1,0,98,17,70,15,200,C
std-685,Male,group C,some college,0,1,73,99,66,49,287,B
std-686,Male,group C,associate's degree,1,0,47,70,71,92,280,B
std-687,Male,group E,associate's degree,1,0,64,80,35,95,274,B
std-688,Male,group E,some college,0,0,16,42,58,53,169,D
std-689,Male,group B,associate's degree,1,0,98,63,78,61,300,B
std-690,Male,group A,some high school,1,0,62,56,39,46,203,C
std-691,Male,group B,some college,0,0,32,73,74,55,234,C
std-692,Male,group B,some college,0,0,48,76,67,21,212,C
std-693,Male,group D,some high school,1,1,57,47,30,57,191,D
std-694,Male,group A,bachelor's degree,1,0,33,62,57,48,200,C
std-695,Male,group C,some college,1,1,59,94,86,76,315,B
std-696,Male,group C,some college,1,0,52,100,49,68,269,B
std-697,Male,group C,some college,1,0,44,79,77,18,218,C
std-698,Male,group A,associate's degree,1,1,49,88,73,68,278,B
std-699,Male,group C,associate's degree,0,1,20,53,83,35,191,D
std-700,Male,group A,associate's degree,1,0,21,62,56,38,177,D
std-701,Male,group E,some college,0,0,51,99,76,99,325,A
std-702,Male,group D,master's degree,0,0,51,65,48,63,227,C
std-703,Male,group D,bachelor's degree,1,0,28,51,56,69,204,C
std-704,Male,group D,master's degree,1,0,62,100,88,77,327,A
std-705,Male,group D,some high school,1,0,63,75,74,90,302,B
std-706,Male,group D,some college,1,0,30,54,52,37,173,D
std-707,Male,group D,some college,1,0,89,56,60,53,258,B
std-708,Male,group A,bachelor's degree,0,0,56,62,58,71,247,C
std-709,Male,group D,some high school,0,0,30,54,40,100,224,C
std-710,Male,group C,bachelor's degree,1,0,69,68,70,56,263,B
std-711,Male,group D,associate's degree,1,0,20,100,62,52,234,C
std-712,Male,group D,bachelor's degree,1,0,59,87,43,99,288,B
std-713,Male,group D,high school,1,1,58,100,49,100,307,B
std-714,Male,group C,master's degree,0,1,66,72,59,51,248,C
std-715,Male,group C,some high school,0,0,73,60,58,53,244,C
std-716,Male,group C,high school,0,1,79,44,36,53,212,C
std-717,Male,group C,high school,1,0,62,57,68,81,268,B
std-718,Male,group D,associate's degree,1,0,89,93,72,68,322,A
std-719,Male,group D,associate's degree,0,0,76,87,84,78,325,A
std-720,Male,group A,associate's degree,1,0,30,100,64,48,242,C
std-721,Male,group C,associate's degree,1,0,22,98,92,67,279,B
std-722,Male,group D,some college,1,0,100,88,80,58,326,A
std-723,Male,group B,high school,1,0,69,94,90,100,353,A
std-724,Male,group C,associate's degree,1,0,91,74,88,31,284,B
std-725,Male,group B,bachelor's degree,1,1,61,45,51,49,206,C
std-726,Male,group D,associate's degree,1,0,63,70,58,75,266,B
std-727,Male,group C,some college,1,0,52,33,36,53,174,D
std-728,Male,group D,some college,1,0,81,76,55,76,288,B
std-729,Male,group E,high school,1,1,26,84,23,83,216,C
std-730,Male,group A,associate's degree,1,0,78,17,10,83,188,D
std-731,Male,group E,associate's degree,1,1,51,77,95,87,310,B
std-732,Male,group D,some high school,0,0,23,52,48,50,173,D
std-733,Male,group C,some college,0,0,46,44,80,64,234,C
std-734,Male,group B,high school,0,0,35,34,78,36,183,D
std-735,Male,group D,associate's degree,0,0,28,61,64,68,221,C
std-736,Male,group D,associate's degree,1,1,80,86,80,40,286,B
std-737,Male,group A,high school,1,1,33,100,59,86,278,B
std-738,Male,group E,bachelor's degree,1,0,42,43,74,78,237,C
std-739,Male,group E,some college,0,0,24,73,45,92,234,C
std-740,Male,group A,some college,1,0,97,68,67,100,332,A
std-741,Male,group A,associate's degree,1,0,33,69,34,85,221,C
std-742,Male,group B,some high school,0,0,80,73,76,85,314,B
std-743,Male,group B,some college,0,1,22,81,66,60,229,C
std-744,Male,group D,associate's degree,1,0,37,71,74,45,227,C
std-745,Male,group C,master's degree,0,1,75,99,68,97,339,A
std-746,Male,group D,high school,0,0,57,59,88,55,259,B
std-747,Male,group D,some college,1,1,72,66,72,9,219,C
std-748,Male,group C,high school,1,1,73,61,100,60,294,B
std-749,Male,group C,bachelor's degree,0,0,100,90,71,56,317,B
std-750,Male,group C,high school,0,0,100,91,97,71,359,A
std-751,Male,group B,bachelor's degree,0,0,17,67,68,59,211,C
std-752,Male,group C,some high school,1,1,65,86,70,100,321,A
std-753,Male,group B,associate's degree,1,0,91,76,94,83,344,A
std-754,Male,group A,high school,0,0,23,69,35,64,191,D
std-755,Male,group C,bachelor's degree,1,0,38,87,30,71,226,C
std-756,Male,group E,associate's degree,0,0,45,69,52,26,192,D
std-757,Male,group C,some college,1,1,38,100,71,60,269,B
std-758,Male,group E,bachelor's degree,1,0,84,96,73,59,312,B
